NOC,Description,Industry,Variable,Geographic Area,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,1st  5-year CAGR,2nd 5-year CAGR,10-year CAGR
#3011,"Nursing co-ordinators and supervisors								",Ambulatory health care services,Employment,British Columbia,543.54,554.72,567.19,579.74,591.87,604.27,617.21,630.66,645.15,660.31,675.87,2.10%,2.30%,2.20%
#3011,"Nursing co-ordinators and supervisors								",Hospitals,Employment,British Columbia,1552,1569.08,1589.84,1608.33,1625.74,1643.94,1664.03,1684.4,1707.03,1730.97,1755.82,1.20%,1.30%,1.20%
#3011,"Nursing co-ordinators and supervisors								",Nursing and residential care facilities,Employment,British Columbia,462.1,476.72,492.68,509.3,525.93,543.19,561.12,580.4,601.32,623.53,646.7,3.30%,3.60%,3.40%
#3011,"Nursing co-ordinators and supervisors								",Social assistance,Employment,British Columbia,30.23,30.44,30.52,30.6,30.99,31.39,31.77,32.18,32.6,33.02,33.43,0.80%,1.30%,1.00%
#3011,"Nursing co-ordinators and supervisors								","Repair, personal and non-profit services",Employment,British Columbia,9.37,9.66,9.88,10.02,10.1,10.14,10.16,10.15,10.11,10.09,10.1,1.60%,-0.10%,0.80%
#3012,"Registered nurses and registered psychiatric nurses						",All industries,Employment,British Columbia,47395.9,48062.43,48830.49,49549.38,50241.81,50964.08,51743.04,52558.1,53451,54391.94,55364.55,1.50%,1.70%,1.60%
#3012,"Registered nurses and registered psychiatric nurses						",Construction,Employment,British Columbia,26.7,25.75,25.2,24.99,24.91,25.27,25.75,26.35,27.04,27.4,27.58,-1.10%,1.80%,0.30%
#3012,"Registered nurses and registered psychiatric nurses						",Other Manufacturing,Employment,British Columbia,12.44,12.3,12.27,12.2,12.11,12.06,12.07,12.08,12.1,12.07,12.04,-0.60%,0.00%,-0.30%
#3012,"Registered nurses and registered psychiatric nurses						",Wholesale trade,Employment,British Columbia,69.23,70.85,71.72,72.45,73.02,73.5,74.16,74.75,75.21,75.57,75.88,1.20%,0.60%,0.90%
#3012,"Registered nurses and registered psychiatric nurses						",Health and personal care stores,Employment,British Columbia,43.37,44.39,44.94,45.38,45.75,46.06,46.47,46.84,47.13,47.36,47.56,1.20%,0.60%,0.90%
#3012,"Registered nurses and registered psychiatric nurses						",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,68.57,68.89,69.29,69.71,70.15,70.61,71.19,71.63,71.93,72.14,72.36,0.60%,0.50%,0.50%
#3012,"Registered nurses and registered psychiatric nurses						",Water transportation,Employment,British Columbia,10.31,10.38,10.44,10.48,10.52,10.61,10.67,10.7,10.78,10.84,10.92,0.60%,0.60%,0.60%
#3012,"Registered nurses and registered psychiatric nurses						",Telecommunications,Employment,British Columbia,11,11.02,11.07,11.13,11.11,11.07,11.25,11.26,11.4,11.54,11.69,0.10%,1.10%,0.60%
#3012,"Registered nurses and registered psychiatric nurses						","Broadcasting, data processing, and information",Employment,British Columbia,4.14,4.2,4.29,4.36,4.42,4.47,4.55,4.62,4.68,4.74,4.79,1.50%,1.40%,1.50%
#3012,"Registered nurses and registered psychiatric nurses						",Finance,Employment,British Columbia,10.55,10.82,10.98,11.1,11.23,11.37,11.5,11.62,11.72,11.82,11.91,1.50%,0.90%,1.20%
#3012,"Registered nurses and registered psychiatric nurses						",Insurance carriers and related activities,Employment,British Columbia,87.42,88.96,90.33,91.49,92.55,93.43,94.3,95.14,95.94,96.76,97.7,1.30%,0.90%,1.10%
#3012,"Registered nurses and registered psychiatric nurses						",Real estate rental and leasing,Employment,British Columbia,9.49,9.42,9.44,9.49,9.58,9.71,9.8,9.9,10,10.11,10.23,0.50%,1.00%,0.80%
#3012,"Registered nurses and registered psychiatric nurses						","Architectural, engineering and related services",Employment,British Columbia,12.19,12.7,13.1,13.4,13.7,14.04,14.38,14.7,14.97,15.23,15.49,2.90%,2.00%,2.40%
#3012,"Registered nurses and registered psychiatric nurses						","Management, scientific and technical consulting services",Employment,British Columbia,19.07,19.34,19.66,19.99,20.36,20.8,21.29,21.76,22.17,22.49,22.8,1.80%,1.90%,1.80%
#3012,"Registered nurses and registered psychiatric nurses						","Legal, accounting, design, research, and advertising services",Employment,British Columbia,67.32,68.59,70.04,71.53,73.06,73.83,74.79,75.7,76.44,76.84,77.45,1.90%,1.00%,1.40%
#3012,"Registered nurses and registered psychiatric nurses						",Management of companies and enterprises & administrative and support,Employment,British Columbia,50.87,52.2,52.94,53.68,54.28,54.93,55.66,56.13,56.41,56.73,56.99,1.50%,0.70%,1.10%
#3012,"Registered nurses and registered psychiatric nurses						",Elementary and secondary schools,Employment,British Columbia,42.66,42.91,43.14,43.45,43.84,44.27,44.65,44.96,45.28,45.68,46.15,0.70%,0.80%,0.80%
#3012,"Registered nurses and registered psychiatric nurses						",Community colleges,Employment,British Columbia,71.97,72.01,72.05,72.05,72.02,72.13,72.56,73.26,74.17,75.35,76.38,0.00%,1.20%,0.60%
#3012,"Registered nurses and registered psychiatric nurses						",Universities,Employment,British Columbia,91.31,91.43,91.41,91.16,90.9,90.82,91.14,91.74,92.51,93.57,94.66,-0.10%,0.80%,0.40%
#3012,"Registered nurses and registered psychiatric nurses						",Private and  trades education,Employment,British Columbia,25.35,25.44,25.52,25.48,25.36,25.19,25.11,25.07,25.11,25.21,25.33,-0.10%,0.10%,0.00%
#3012,"Registered nurses and registered psychiatric nurses						",Ambulatory health care services,Employment,British Columbia,6022.04,6145.51,6283.86,6422.17,6556.77,6693.94,6836.75,6984.66,7144.16,7310.71,7481.18,2.10%,2.20%,2.20%
#3012,"Registered nurses and registered psychiatric nurses						",Hospitals,Employment,British Columbia,35928.03,36327.86,36805.92,37232.22,37631.76,38052.02,38513.03,38995.47,39531.65,40098.9,40685.62,1.20%,1.30%,1.30%
#3012,"Registered nurses and registered psychiatric nurses						",Nursing and residential care facilities,Employment,British Columbia,3798.67,3924,4061.15,4201.94,4344.15,4492.47,4649.86,4816.96,4996.83,5186.7,5384.86,3.40%,3.70%,3.60%
#3012,"Registered nurses and registered psychiatric nurses						",Social assistance,Employment,British Columbia,285.22,287.51,288.58,289.62,293.62,297.69,301.74,306.02,310.42,314.88,319.24,0.90%,1.40%,1.10%
#3012,"Registered nurses and registered psychiatric nurses						","Amusement, gambling and recreation industries",Employment,British Columbia,15.54,15.68,15.82,16.04,16.25,16.47,16.75,17.01,17.24,17.44,17.65,1.20%,1.40%,1.30%
#3012,"Registered nurses and registered psychiatric nurses						",Heritage institutions,Employment,British Columbia,7.91,7.72,7.67,7.66,7.69,7.74,7.75,7.73,7.7,7.68,7.69,-0.40%,-0.10%,-0.30%
#3012,"Registered nurses and registered psychiatric nurses						",Accommodation services,Employment,British Columbia,11.05,11.33,11.48,11.68,11.85,11.99,12.2,12.39,12.57,12.75,12.94,1.60%,1.50%,1.60%
#3012,"Registered nurses and registered psychiatric nurses						",Food services and drinking places,Employment,British Columbia,20.46,21.17,21.64,22,22.27,22.54,22.86,23.13,23.33,23.48,23.61,2.00%,0.90%,1.40%
#3012,"Registered nurses and registered psychiatric nurses						","Repair, personal and non-profit services",Employment,British Columbia,151.52,154.78,157.21,158.78,160.63,162.47,164.32,166.21,167.49,168.52,169.53,1.40%,0.90%,1.10%
#3012,"Registered nurses and registered psychiatric nurses						",Federal government public administration,Employment,British Columbia,212.97,215.02,217.42,219.96,222.38,225.37,227.32,229.3,231.79,234.82,237.85,1.10%,1.10%,1.10%
#3012,"Registered nurses and registered psychiatric nurses						",Provincial and territorial public administration,Employment,British Columbia,180.8,182.29,183.81,185.49,187.08,188.54,190.17,191.69,193.08,194.47,195.93,0.80%,0.80%,0.80%
#3012,"Registered nurses and registered psychiatric nurses						",Local and indigenous public administration,Employment,British Columbia,27.74,27.97,28.13,28.3,28.45,28.66,29,29.32,29.74,30.13,30.53,0.70%,1.30%,1.00%
#3111,"Specialist physicians										",All industries,Employment,British Columbia,6642.51,6751.52,6876.26,6998.14,7117.75,7240.45,7372.2,7506.36,7651.01,7801.82,7956.67,1.70%,1.90%,1.80%
#3111,"Specialist physicians										","Architectural, engineering and related services",Employment,British Columbia,12.19,12.7,13.1,13.4,13.7,14.04,14.38,14.7,14.97,15.23,15.49,2.90%,2.00%,2.40%
#3111,"Specialist physicians										",Computer systems design and related services,Employment,British Columbia,12.14,12.47,12.84,13.13,13.41,13.83,14.37,14.99,15.62,16.32,16.93,2.60%,4.10%,3.40%
#3111,"Specialist physicians										","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.47,9.91,9.61,9.69,9.78,9.79,9.77,9.71,9.61,9.47,9.33,-1.30%,-1.00%,-1.10%
#3111,"Specialist physicians										",Elementary and secondary schools,Employment,British Columbia,8.09,8.15,8.17,8.2,8.26,8.33,8.39,8.43,8.46,8.52,8.61,0.60%,0.70%,0.60%
#3111,"Specialist physicians										",Universities,Employment,British Columbia,19.09,19.13,19.17,19.18,19.16,19.12,19.16,19.26,19.43,19.66,19.93,0.00%,0.80%,0.40%
#3111,"Specialist physicians										",Ambulatory health care services,Employment,British Columbia,3788.3,3866.14,3953.06,4040.81,4127.05,4215.28,4308.83,4404.32,4506.38,4612.32,4720.96,2.20%,2.30%,2.20%
#3111,"Specialist physicians										",Hospitals,Employment,British Columbia,2686.4,2715.29,2750.93,2782.73,2813.05,2844.26,2878.9,2913.92,2952.74,2993.67,3035.93,1.10%,1.30%,1.20%
#3111,"Specialist physicians										",Nursing and residential care facilities,Employment,British Columbia,26.26,27.25,28.35,29.47,30.64,31.87,33.21,34.55,35.97,37.45,39.01,3.90%,4.10%,4.00%
#3111,"Specialist physicians										",Social assistance,Employment,British Columbia,65.24,65.88,66.24,66.57,67.59,68.63,69.68,70.78,71.93,73.09,74.23,1.00%,1.60%,1.30%
#3111,"Specialist physicians										",Food services and drinking places,Employment,British Columbia,8.95,9.2,9.38,9.52,9.62,9.76,9.93,10.1,10.26,10.41,10.55,1.70%,1.60%,1.70%
#3111,"Specialist physicians										",Provincial and territorial public administration,Employment,British Columbia,5.37,5.41,5.42,5.45,5.48,5.55,5.58,5.61,5.64,5.68,5.71,0.70%,0.60%,0.60%
#3112,"General practitioners and family physicians							",All industries,Employment,British Columbia,7721.75,7856.12,8008.92,8160.53,8308.57,8460.93,8624.97,8791.93,8972.06,9159.86,9353.31,1.80%,2.00%,1.90%
#3112,"General practitioners and family physicians							",Health and personal care stores,Employment,British Columbia,9.1,9.21,9.28,9.35,9.41,9.48,9.58,9.66,9.72,9.77,9.81,0.80%,0.70%,0.80%
#3112,"General practitioners and family physicians							",Finance,Employment,British Columbia,11.3,11.58,11.82,12.01,12.16,12.27,12.41,12.54,12.68,12.81,12.95,1.70%,1.10%,1.40%
#3112,"General practitioners and family physicians							","Management, scientific and technical consulting services",Employment,British Columbia,9.54,9.67,9.83,9.99,10.18,10.4,10.65,10.88,11.08,11.24,11.4,1.70%,1.90%,1.80%
#3112,"General practitioners and family physicians							","Legal, accounting, design, research, and advertising services",Employment,British Columbia,67.1,67.88,69.4,71.16,72.91,74.09,75.52,76.75,77.87,78.5,79.52,2.00%,1.40%,1.70%
#3112,"General practitioners and family physicians							",Universities,Employment,British Columbia,288.63,288.72,289.42,290.13,290.7,291.35,293.52,296.34,300.22,305.09,310,0.20%,1.20%,0.70%
#3112,"General practitioners and family physicians							",Ambulatory health care services,Employment,British Columbia,5525.6,5639.09,5765.35,5892.81,6017.51,6145.51,6280.7,6419.39,6568.25,6723.05,6881.89,2.10%,2.30%,2.20%
#3112,"General practitioners and family physicians							",Hospitals,Employment,British Columbia,1778.09,1797.31,1820.96,1841.99,1862.28,1884.08,1908.46,1931.8,1957.25,1983.98,2011.92,1.20%,1.30%,1.20%
#3112,"General practitioners and family physicians							",Social assistance,Employment,British Columbia,12,12.17,12.3,12.43,12.67,12.91,13.17,13.43,13.69,13.96,14.24,1.50%,2.00%,1.70%
#3112,"General practitioners and family physicians							",Provincial and territorial public administration,Employment,British Columbia,8.85,8.92,8.99,9.06,9.13,9.19,9.26,9.34,9.41,9.49,9.56,0.80%,0.80%,0.80%
#3112,"General practitioners and family physicians							",Local and indigenous public administration,Employment,British Columbia,11.55,11.58,11.58,11.59,11.63,11.65,11.72,11.81,11.89,11.96,12.02,0.20%,0.60%,0.40%
#3113,"Dentists												",All industries,Employment,British Columbia,3285.05,3352.03,3426.64,3502.31,3577.13,3654.64,3737.81,3822.02,3911.55,4004.12,4099.09,2.20%,2.30%,2.20%
#3113,"Dentists												","Management, scientific and technical consulting services",Employment,British Columbia,9.54,9.67,9.83,9.99,10.18,10.4,10.65,10.88,11.08,11.24,11.4,1.70%,1.90%,1.80%
#3113,"Dentists												",Universities,Employment,British Columbia,18.22,18.22,18.29,18.38,18.47,18.56,18.75,18.98,19.28,19.65,20,0.40%,1.50%,0.90%
#3113,"Dentists												",Ambulatory health care services,Employment,British Columbia,3250.36,3317.17,3391.52,3466.89,3541.4,3618.53,3701.21,3784.8,3873.65,3965.47,4059.71,2.20%,2.30%,2.20%
#3113,"Dentists												",Local and indigenous public administration,Employment,British Columbia,6.94,6.97,7.01,7.04,7.07,7.14,7.2,7.36,7.55,7.76,7.98,0.60%,2.20%,1.40%
#3114,"Veterinarians											",All industries,Employment,British Columbia,1364.62,1383.37,1408.66,1438.16,1467.49,1485.91,1507.21,1525.92,1542.12,1551.87,1566.68,1.70%,1.10%,1.40%
#3114,"Veterinarians											",Farms,Employment,British Columbia,6.48,6.42,6.4,6.38,6.37,6.37,6.36,6.37,6.37,6.37,6.37,-0.30%,0.00%,-0.20%
#3114,"Veterinarians											",Computer systems design and related services,Employment,British Columbia,12.14,12.47,12.84,13.13,13.41,13.83,14.37,14.99,15.62,16.32,16.93,2.60%,4.10%,3.40%
#3114,"Veterinarians											","Management, scientific and technical consulting services",Employment,British Columbia,9.54,9.67,9.83,9.99,10.18,10.4,10.65,10.88,11.08,11.24,11.4,1.70%,1.90%,1.80%
#3114,"Veterinarians											","Legal, accounting, design, research, and advertising services",Employment,British Columbia,1251.69,1269.15,1293.06,1321.23,1349.25,1365.88,1385.62,1402.68,1417.19,1425.08,1438.1,1.80%,1.00%,1.40%
#3114,"Veterinarians											","Repair, personal and non-profit services",Employment,British Columbia,10.05,10.21,10.33,10.39,10.47,10.56,10.66,10.77,10.83,10.86,10.89,1.00%,0.60%,0.80%
#3114,"Veterinarians											",Federal government public administration,Employment,British Columbia,47.56,48.04,48.62,49.24,49.81,50.58,51.01,51.42,51.97,52.68,53.38,1.20%,1.10%,1.20%
#3114,"Veterinarians											",Provincial and territorial public administration,Employment,British Columbia,22.12,22.29,22.47,22.66,22.82,22.98,23.15,23.35,23.52,23.72,23.91,0.80%,0.80%,0.80%
#3114,"Veterinarians											",Local and indigenous public administration,Employment,British Columbia,5.04,5.11,5.12,5.15,5.18,5.31,5.39,5.46,5.53,5.61,5.7,1.00%,1.40%,1.20%
#3121,"Optometrists											",All industries,Employment,British Columbia,620.88,633.46,647.1,660.87,674.48,688.38,703.27,718.81,735.39,752.52,770.01,2.10%,2.30%,2.20%
#3121,"Optometrists											",Health and personal care stores,Employment,British Columbia,22.75,23.02,23.21,23.36,23.51,23.69,23.94,24.14,24.3,24.42,24.53,0.80%,0.70%,0.80%
#3121,"Optometrists											",Ambulatory health care services,Employment,British Columbia,598.13,610.44,623.9,637.51,650.97,664.68,679.33,694.66,711.09,728.09,745.48,2.10%,2.30%,2.20%
#3122,"Chiropractors											",All industries,Employment,British Columbia,1093.38,1115.83,1140.63,1165.74,1190.44,1215.94,1242.83,1270.41,1299.92,1330.51,1361.97,2.10%,2.30%,2.20%
#3122,"Chiropractors											","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.27,10.32,10.52,10.8,11.08,11.35,11.64,11.9,12.15,12.32,12.58,2.00%,2.10%,2.00%
#3122,"Chiropractors											",Management of companies and enterprises & administrative and support,Employment,British Columbia,10.34,10.53,10.73,10.9,11.08,11.22,11.38,11.5,11.55,11.59,11.59,1.60%,0.70%,1.10%
#3122,"Chiropractors											",Ambulatory health care services,Employment,British Columbia,1072.77,1094.97,1119.38,1144.04,1168.28,1193.37,1219.81,1247,1276.22,1306.6,1337.8,2.20%,2.30%,2.20%
#3124,"Allied primary health practitioners								",All industries,Employment,British Columbia,893.75,907.8,923.79,939.34,954.46,970.05,986.75,1003.88,1022.6,1042.13,1062.37,1.70%,1.80%,1.70%
#3124,"Allied primary health practitioners								",Real estate rental and leasing,Employment,British Columbia,9.02,9.19,9.3,9.41,9.53,9.65,9.77,9.88,9.99,10.1,10.21,1.40%,1.10%,1.20%
#3124,"Allied primary health practitioners								","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.27,10.32,10.52,10.8,11.08,11.35,11.64,11.9,12.15,12.32,12.58,2.00%,2.10%,2.00%
#3124,"Allied primary health practitioners								",Universities,Employment,British Columbia,9.11,9.11,9.14,9.19,9.24,9.28,9.38,9.49,9.64,9.82,10,0.40%,1.50%,0.90%
#3124,"Allied primary health practitioners								",Ambulatory health care services,Employment,British Columbia,356.26,363.7,371.95,380.3,388.55,397.11,406.04,414.94,424.51,434.5,444.82,2.20%,2.30%,2.20%
#3124,"Allied primary health practitioners								",Hospitals,Employment,British Columbia,436.97,441.82,447.63,452.73,457.52,462.44,467.92,473.66,480.09,486.88,493.89,1.10%,1.30%,1.20%
#3124,"Allied primary health practitioners								",Nursing and residential care facilities,Employment,British Columbia,43.06,44.35,45.75,47.17,48.56,50,51.51,53.22,55.04,56.98,59,3.00%,3.40%,3.20%
#3124,"Allied primary health practitioners								",Federal government public administration,Employment,British Columbia,11.63,11.74,11.83,11.95,12.07,12.19,12.29,12.42,12.58,12.75,12.92,0.90%,1.20%,1.10%
#3124,"Allied primary health practitioners								",Provincial and territorial public administration,Employment,British Columbia,9.02,9.09,9.14,9.21,9.29,9.36,9.43,9.51,9.6,9.67,9.74,0.70%,0.80%,0.80%
#3124,"Allied primary health practitioners								",Local and indigenous public administration,Employment,British Columbia,8.41,8.47,8.52,8.58,8.62,8.67,8.77,8.86,8.99,9.11,9.23,0.60%,1.30%,0.90%
#3125,"Other professional occupations in health diagnosing and treating					",All industries,Employment,British Columbia,499.11,508.89,519.91,530.95,541.73,552.67,564.3,576.37,589.23,602.51,616.15,2.10%,2.20%,2.10%
#3125,"Other professional occupations in health diagnosing and treating					",Wholesale trade,Employment,British Columbia,11.56,11.8,11.94,12.04,12.12,12.22,12.35,12.45,12.53,12.59,12.65,1.10%,0.70%,0.90%
#3125,"Other professional occupations in health diagnosing and treating					","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.27,10.32,10.52,10.8,11.08,11.35,11.64,11.9,12.15,12.32,12.58,2.00%,2.10%,2.00%
#3125,"Other professional occupations in health diagnosing and treating					",Universities,Employment,British Columbia,9.11,9.11,9.14,9.19,9.24,9.28,9.38,9.49,9.64,9.82,10,0.40%,1.50%,0.90%
#3125,"Other professional occupations in health diagnosing and treating					",Ambulatory health care services,Employment,British Columbia,454.44,463.78,474.26,484.72,494.92,505.3,516.21,527.63,539.82,552.5,565.46,2.10%,2.30%,2.20%
#3125,"Other professional occupations in health diagnosing and treating					",Hospitals,Employment,British Columbia,13.73,13.87,14.05,14.21,14.36,14.53,14.72,14.9,15.08,15.27,15.47,1.10%,1.30%,1.20%
#3131,"Pharmacists											",All industries,Employment,British Columbia,4654.7,4733.5,4791.28,4842,4883.52,4922.94,4973.31,5017.51,5057.16,5091.83,5126.03,1.10%,0.80%,1.00%
#3131,"Pharmacists											",Wholesale trade,Employment,British Columbia,10.46,10.83,11.15,11.38,11.55,11.63,11.73,11.83,11.9,11.94,11.98,2.10%,0.60%,1.40%
#3131,"Pharmacists											",Health and personal care stores,Employment,British Columbia,3492.57,3558.03,3599.61,3635.34,3662.53,3687.03,3721.01,3748.81,3770.62,3786.74,3801.75,1.10%,0.60%,0.90%
#3131,"Pharmacists											",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,16.05,16.22,16.37,16.5,16.62,16.72,16.81,16.85,16.86,16.85,16.86,0.80%,0.20%,0.50%
#3131,"Pharmacists											","Management, scientific and technical consulting services",Employment,British Columbia,19.07,19.34,19.66,19.99,20.36,20.8,21.29,21.76,22.17,22.49,22.8,1.80%,1.90%,1.80%
#3131,"Pharmacists											","Legal, accounting, design, research, and advertising services",Employment,British Columbia,15.41,15.49,15.78,16.2,16.62,17.02,17.46,17.85,18.23,18.48,18.87,2.00%,2.10%,2.00%
#3131,"Pharmacists											",Private and  trades education,Employment,British Columbia,11.85,11.91,12.01,12.07,12.05,11.99,11.97,11.98,12.06,12.18,12.24,0.20%,0.40%,0.30%
#3131,"Pharmacists											",Ambulatory health care services,Employment,British Columbia,95.44,97.36,99.57,101.82,104.01,106.26,108.67,111.03,113.55,116.16,118.84,2.20%,2.30%,2.20%
#3131,"Pharmacists											",Hospitals,Employment,British Columbia,954.68,964.88,977.45,988.76,999.49,1010.82,1023.33,1035.89,1049.75,1064.37,1079.5,1.10%,1.30%,1.20%
#3131,"Pharmacists											",Social assistance,Employment,British Columbia,9.98,10.04,10.04,10.06,10.17,10.27,10.38,10.47,10.57,10.67,10.77,0.60%,1.00%,0.80%
#3131,"Pharmacists											",Federal government public administration,Employment,British Columbia,9.19,9.28,9.39,9.5,9.61,9.73,9.82,9.9,10,10.14,10.27,1.10%,1.10%,1.10%
#3131,"Pharmacists											",Provincial and territorial public administration,Employment,British Columbia,8.85,8.92,8.99,9.06,9.13,9.19,9.26,9.34,9.41,9.49,9.56,0.80%,0.80%,0.80%
#3131,"Pharmacists											",Local and indigenous public administration,Employment,British Columbia,11.14,11.2,11.27,11.33,11.38,11.48,11.59,11.8,12.04,12.31,12.59,0.60%,1.90%,1.20%
#3132,"Dietitians and nutritionists									",All industries,Employment,British Columbia,1762.79,1792.82,1824.61,1854.97,1885.16,1915.96,1949.29,1983.45,2019.65,2056.99,2095.28,1.70%,1.80%,1.70%
#3132,"Dietitians and nutritionists									",Farms,Employment,British Columbia,6.48,6.42,6.4,6.38,6.37,6.37,6.36,6.37,6.37,6.37,6.37,-0.30%,0.00%,-0.20%
#3132,"Dietitians and nutritionists									","Food, beverage and tobacco manufacturing",Employment,British Columbia,13.21,13.4,13.55,13.69,13.86,14.04,14.17,14.29,14.42,14.56,14.7,1.20%,0.90%,1.10%
#3132,"Dietitians and nutritionists									",Primary metal manufacturing,Employment,British Columbia,6.28,6.37,6.38,6.37,6.38,6.46,6.48,6.51,6.54,6.5,6.46,0.60%,0.00%,0.30%
#3132,"Dietitians and nutritionists									",Health and personal care stores,Employment,British Columbia,72.27,74.05,75,75.76,76.39,76.96,77.64,78.25,78.73,79.1,79.43,1.30%,0.60%,0.90%
#3132,"Dietitians and nutritionists									",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,49.82,50.04,50.32,50.65,51.03,51.4,51.84,52.21,52.49,52.68,52.85,0.60%,0.60%,0.60%
#3132,"Dietitians and nutritionists									","Architectural, engineering and related services",Employment,British Columbia,12.19,12.7,13.1,13.4,13.7,14.04,14.38,14.7,14.97,15.23,15.49,2.90%,2.00%,2.40%
#3132,"Dietitians and nutritionists									","Management, scientific and technical consulting services",Employment,British Columbia,32.87,33.95,34.8,35.49,36.22,36.94,37.67,38.34,38.93,39.44,39.98,2.40%,1.60%,2.00%
#3132,"Dietitians and nutritionists									","Legal, accounting, design, research, and advertising services",Employment,British Columbia,10.34,10.63,10.72,10.82,10.99,11.09,11.19,11.33,11.45,11.57,11.69,1.40%,1.10%,1.20%
#3132,"Dietitians and nutritionists									",Management of companies and enterprises & administrative and support,Employment,British Columbia,9.12,9.23,9.28,9.37,9.5,9.64,9.78,9.91,10.03,10.15,10.28,1.10%,1.30%,1.20%
#3132,"Dietitians and nutritionists									",Elementary and secondary schools,Employment,British Columbia,7.35,7.39,7.46,7.54,7.63,7.72,7.8,7.87,7.96,8.05,8.13,1.00%,1.00%,1.00%
#3132,"Dietitians and nutritionists									",Universities,Employment,British Columbia,12.21,12.2,12.25,12.29,12.3,12.32,12.38,12.46,12.6,12.76,12.96,0.20%,1.00%,0.60%
#3132,"Dietitians and nutritionists									",Private and  trades education,Employment,British Columbia,17.78,17.87,18.02,18.11,18.07,17.99,17.95,17.97,18.08,18.28,18.36,0.20%,0.40%,0.30%
#3132,"Dietitians and nutritionists									",Ambulatory health care services,Employment,British Columbia,518.5,529.06,540.86,552.82,564.61,576.61,589.44,602.45,616.39,630.83,645.61,2.10%,2.30%,2.20%
#3132,"Dietitians and nutritionists									",Hospitals,Employment,British Columbia,670,677.51,686.52,694.33,701.65,709.21,717.69,726.63,736.53,746.96,757.73,1.10%,1.30%,1.20%
#3132,"Dietitians and nutritionists									",Nursing and residential care facilities,Employment,British Columbia,158.98,164.4,170.31,176.37,182.6,189.06,195.97,203.2,210.98,219.17,227.71,3.50%,3.80%,3.70%
#3132,"Dietitians and nutritionists									",Social assistance,Employment,British Columbia,38.99,39.38,39.61,39.82,40.43,41.06,41.7,42.37,43.06,43.76,44.45,1.00%,1.60%,1.30%
#3132,"Dietitians and nutritionists									","Amusement, gambling and recreation industries",Employment,British Columbia,31.09,31.36,31.64,32.08,32.5,32.93,33.49,34.02,34.47,34.88,35.29,1.20%,1.40%,1.30%
#3132,"Dietitians and nutritionists									",Accommodation services,Employment,British Columbia,11.34,11.33,11.47,11.64,11.83,11.98,12.13,12.26,12.39,12.51,12.63,1.10%,1.10%,1.10%
#3132,"Dietitians and nutritionists									",Food services and drinking places,Employment,British Columbia,23.33,23.78,24.22,24.59,24.87,25.13,25.47,25.77,26.02,26.23,26.48,1.50%,1.10%,1.30%
#3132,"Dietitians and nutritionists									","Repair, personal and non-profit services",Employment,British Columbia,30.65,31.51,32.19,32.67,33.2,33.68,34.17,34.66,35.1,35.5,35.9,1.90%,1.30%,1.60%
#3132,"Dietitians and nutritionists									",Federal government public administration,Employment,British Columbia,9.19,9.28,9.39,9.5,9.61,9.73,9.82,9.9,10,10.14,10.27,1.10%,1.10%,1.10%
#3132,"Dietitians and nutritionists									",Provincial and territorial public administration,Employment,British Columbia,20.79,20.95,21.11,21.27,21.43,21.59,21.77,21.95,22.13,22.32,22.51,0.80%,0.80%,0.80%
#3141,"Audiologists and speech-language pathologists							",All industries,Employment,British Columbia,1224.81,1242.14,1260.1,1278.2,1297.46,1317.04,1337.88,1358.2,1379.66,1402.23,1425.92,1.50%,1.60%,1.50%
#3141,"Audiologists and speech-language pathologists							",Other Manufacturing,Employment,British Columbia,12.92,12.9,13.04,13.03,13.03,12.97,12.94,12.95,12.92,12.87,12.8,0.10%,-0.30%,-0.10%
#3141,"Audiologists and speech-language pathologists							",Health and personal care stores,Employment,British Columbia,10.72,11.07,11.19,11.33,11.39,11.39,11.46,11.56,11.63,11.68,11.73,1.20%,0.60%,0.90%
#3141,"Audiologists and speech-language pathologists							",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,26.13,26.39,26.52,26.68,26.86,27.03,27.22,27.36,27.45,27.48,27.5,0.70%,0.30%,0.50%
#3141,"Audiologists and speech-language pathologists							",Insurance carriers and related activities,Employment,British Columbia,10.15,10.29,10.42,10.53,10.65,10.77,10.89,11,11.11,11.23,11.36,1.20%,1.10%,1.10%
#3141,"Audiologists and speech-language pathologists							",Elementary and secondary schools,Employment,British Columbia,249.78,251.45,252.51,254.13,256.27,258.38,260.3,261.45,262.7,264.42,266.78,0.70%,0.60%,0.70%
#3141,"Audiologists and speech-language pathologists							",Private and  trades education,Employment,British Columbia,5.19,5.2,5.22,5.2,5.16,5.13,5.1,5.09,5.1,5.12,5.15,-0.20%,0.10%,-0.10%
#3141,"Audiologists and speech-language pathologists							",Ambulatory health care services,Employment,British Columbia,543.53,554.74,567.32,580.08,592.69,605.7,619.65,633.64,648.45,663.75,679.5,2.20%,2.30%,2.30%
